NAME,TITLE,STUDYTYPE,STUDYSOP,STUDYSUBTYPE,PASS,PMS,HARMONIZEDCATEGORY,INDICATION,HARMONIZEDPRIMARYDRUG,DRUGPRIORITY,STATUS,STATUSDETAIL,COUNTRIESOFSTUDY,UNITEDSTATES,INTERNATIONALPRIORITY,ANCHORMARKET,EXECUTIONGROUP,SPONSORINGDIVISION
74084621,The prevalence and cardiac involvement of hereditary transthyretin amyloidosis cardiomyopathy (hATTR-CM) in elderly patients with left ventricular hypertrophy and HFpEF in China,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"China,",No,Yes,No,,CMAO
68385951,Comparison of Patient Characteristics and Predictors of Transthyretin Amyloid Cardiomyopathy (ATTR-CM) Diagnosis in Patients Undergoing 99mTechnecium (Tc)-pyrophosphate Scintigraphy (PYP) Before and After the Introduction of Tafamidis,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"United States,",Yes,No,No,,CMAO
67183933,"COVID-19 infection, patients with autoimmune and chronic inflammatory diseases in medical treatments and clinical outcomes, part II ",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Closed,No additional details,"Denmark,",No,No,No,,CMAO
0906421021,A 4-MONTH STUDY OF THE EFFECT OF QUINAPRIL ON VASCULAR REACTIVITY IN PATIENTS WITH MILD HYPERTENSION,NON INTERVENTIONAL,CT24,,,,,Hypertension,,No Drug,Completed,No additional details,"Spain,",No,No,Yes,,WARNER LAMBERT
B0661185,Prescription rejection and refill patterns among venous thromboembolism (VTE) patients newly treated with oral anticoagulants (OAC): A retrospective observational study,NON INTERVENTIONAL,CT24,,No,No,Internal Medicine,Embolism venous,Apixaban,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,PBG
94332703,Monocentric Phase II study evaluating the efficacy and safety of sirolimus in keloid scare,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,General/Non-specific/Other,,No Drug,Rejected,No additional details,"Belgium,",No,No,No,,CMAO
0906430019,"A DOUBLE-BLIND, PLACEBO-CONTROLLED, PARALLEL GROUP, SINGLE CENTER STUDY OF 24 HOUR HEMODYNAMICS AND PHARMACOKINETICS OF THE FIRST DOSE OF QUINAPRIL (CI-906) 2.5 MG IN PATIENTS WITH CONGESTIVE HEART FAILURE (CT AC 026)",NON INTERVENTIONAL,CT24,,,,,Cardiac failure congestive,,No Drug,Completed,No additional details,"United Kingdom,",No,No,Yes,,WARNER LAMBERT
61652483,Resistance levels to essential and last resort antibacterial agents in Intensive Care Units in Peru in the era post-COVID.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Vaccines,Bacterial,Other / Unknown,,Closed,No additional details,"Peru,",No,No,No,,CMAO
91674519,Understanding the effect of voxeletor on oxygen handling in sickle cell disease using single-cell oxygen saturation imaging technology,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,Sickle Cell Disease,Other / Unknown,,Rejected,No additional details,"United Kingdom,",No,No,Yes,,CMAO
53233279,"WI219567 2016 Global ASPIRE Endo _ The influence of Growth Hormone on work status in pituitary tumor patients, a mixed method study_ foundation for interventional studies",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Cardiovascular Metabolic Risk,,No Drug,Closed,No additional details,"Netherlands,",No,No,No,,Established Medicines
B1851159,ACIP PNEUMOCOCCAL IMMUNIZATION RECOMMENDATIONS FOR ADULTS WITH IMMUNOCOMPROMISING CONDITIONS – A SCIENTIFIC SURVEY OF CLINICAL PRACTICE GUIDELINE IMPLEMENTATION,NON INTERVENTIONAL,CT24,,No,No,Vaccines,Infection prophylaxis,Pneumococcal 13-valent conjugate vaccine,Priority Asset,Completed,No additional details,"United States,",Yes,No,No,,BU MEDICAL
53234695,WS1857575 Prediction the efficacy of Linezolid in patients who have renal dysfunction with MRSA infection based on pharmacokinetic_pharmacodynamic model,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,,Linezolid,,Closed,No additional details,"Japan,",No,Yes,No,,CMAO
53608141,Impact of JAK inhibitors on the coagulation system in rheumatoid arthritis: a phase II randomized double-blind clinical trial,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Rejected,No additional details,"Portugal,",No,No,No,,CMAO
A8871004,DRUG MONITORING PROGRAM WITH NALOXONE/TILIDINE,NON INTERVENTIONAL,CT24,,,,,Pain,,No Drug,Completed,No additional details,"Germany,",No,Yes,No,,PGP
93926861,Efficacy and safety of Inotuzumab Ozogamicin re-treatment in patients with Philadelphia-Negative B-Cell Acute Lymphoblastic Leukemia,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Inotuzumab ozogamicin,,Planned,No additional details,"Spain,",No,No,Yes,,POD
B1531009,STUDY OF THE USE OF HEALTH RESOURCES AND  COSTS ASSOCIATED WITH THE TREATMENT OF DUPUYTREN'S CONTRACTURE IN SPAIN,NON INTERVENTIONAL,CT24,,,,,Dupuytren's contracture,,No Drug,Canceled,No additional details,"Spain,",No,No,Yes,,BU MEDICAL
A3921278,FIRST AND SECOND TNFI USE: RESPONSE AND ADVERSE EVENTS: DETAILS FOR SECOND TNFI USERS,NON INTERVENTIONAL,CT24,,,,Inflammation and Immunology,,Tofacitinib,Priority Asset,Canceled,No additional details,"United States,",Yes,No,No,,BU MEDICAL
0887X100793,A STUDY OF THE IMPACT OF PREVNAR ON THE HEALTH-CARE BURDEN OF PNEUMOCOCCAL DISEASE IN BLUE CROSS AND BLUE SHIELD OF MASSACHUSETTS.,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,,No,No,No,,WYETH
0887101317,EPIDEMIOLOGICAL SURVEILLANCE OF IPD AMONG CHILDREN LESS THAN 15 YEARS OLD IN MADRID. EFFECTIVENNES OF PREVENAR IN TE PREVENTION OF INVASIVE PNEUMOCOCCAL DISEASE (IPD) IN TE PEDIATRIC POPULATION IN SPAIN.,NON INTERVENTIONAL,CT24,,,,Vaccines,Pneumococcal infection,,No Drug,Completed,No additional details,"Spain,Spain",No,No,Yes,,WYETH
60346995,WI241856 Treatment of Dormant Ovarian Cancer Xenografts with Lorlatinib,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Gynecological,Other / Unknown,,Closed,No additional details,"United States,",Yes,No,No,,POD
88696225,A randomized trial of binimetinib in combination with imatinib vs. imatinib alone in patients with newly diagnosed locally advanced unresectable or metastatic Gastrointestinal Stromal Tumor (GIST),Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Other,Binimetinib,Priority Asset,Rejected,No additional details,"United States,",Yes,No,No,,POD
89262089,Burden of RSV in South Africa,General Research,GNT01,General Research,No,No,Vaccines,Respiratory Syncytial Virus (RSV) (response to RFP only),,No Drug,Rejected,No additional details,"South Africa,",No,No,No,,CMAO
A4001093,DRUG USE INVESTIGATION FOR HIV INFECTION PATIENTS OF MARAVIROC (REGULATORY POST MARKETING COMMITMENT PLAN).,NON INTERVENTIONAL,CT24,,No,Yes,,HIV infection,,No Drug,Completed,No additional details,"Japan,",No,Yes,No,,PGP
C5041038,Understanding the treatment trajectory escalation towards advanced therapies in ulcerative colitis  : a discrete choice experiment,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Colitis ulcerative,Etrasimod,Launch Priority,Completed,No additional details,"France, Germany, Italy, Spain, United Kingdom,",No,Yes,Yes,GAV,PBG
53235015,WS717285-58 Phase I Study Elaluating the Safety of brentuximab vedotin in Combination with either entinostat or temsirolumus in Relasped or Refractory Hodgkin Lymphoma,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Genitourinary,Temsirolimus,,Closed,No additional details,"United States,",Yes,No,No,,POD
B7451083,APOLO-TR: ATOPIC DERMATITIS - A CROSS SECTIONAL STUDY ON DISEASE CHARACTERISTICS AND IMPACT ON PATIENTS IN TURKEY,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Dermatitis atopic,Abrocitinib,Priority Asset,Completed,No additional details,"Turkey,Turkey",No,No,Yes,Medical Affairs,PBG
61050345,I want to contact Pfizer Global Medical Grants (GMG) to request for 1ml Sorbinil for my studies.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Other / Unknown,Inflammation,Other / Unknown,,Rejected,No additional details,"China,",No,Yes,No,,CMAO
59319599,Investigating the role of Amyloid deposition in the progression of Aortic Stenosis,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Switzerland,",No,No,No,,CMAO
A9061013,NIS IN PATIENTS WITH HYPERTENSION TREATED WITH ACCUPRO (QUINAPRIL),NON INTERVENTIONAL,CT24,,,,,Essential hypertension,,No Drug,Completed,No additional details,"Romania,",No,No,No,,PGP
0906436010,THE ROLE OF TISSUE ACE INHIBITION IN PULMONARY HYPERTENSION AND CARDIAC HYPERTROPHY,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Terminated,Terminated,"France,",No,Yes,No,,WARNER LAMBERT
93142701,Efficacy and safety of Isavuconazole primary treatment of CNS-invasive mold disease in China real-world practice,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Hospital,Fungal,Isavuconazole,,Planned,No additional details,"China,",No,Yes,No,,CMAO
53232279,WI189065 Patient benefits and health economic impact of using patient-reported outcomes measures in biologic treatment for psoriasis,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Etanercept,,Terminated,"Approved,Terminated","Germany,",No,Yes,No,,CMAO
92230893,CIRC Sponsorship 2024,General Research,GNT01,General Research,No,No,Inflammation and Immunology,IBD (Inflammatory Bowel Disease),,No Drug,Rejected,No additional details,"Canada,",No,No,Yes,,CMAO
53233969,"WI236712 Phase 1-2 Study of Single- or Fractioned-Dose Gemtuzumab Ozogamicin in Combination with G-CSF, Cladribine, Cyatarabine and Mitoxantrone (GCLAM) for the Treatment of Previously Untreated Adult Acute Myeloid Leukemia",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Gemtuzumab ozogamicin,,Closed,No additional details,"United States,",Yes,No,No,,POD
53234017,WI237809 2018 ASPIRE US Rheumatology _ Early Immune Events Associated with Vascular Inflammation in Rheumatoid Arthritis,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Rheumatoid Arthritis,Tofacitinib,Priority Asset,Closed,No additional details,"United States,",Yes,No,No,,CMAO
53038731,ATTR-CM: early identification and treatment through screening of patients with carpal tunnel syndrome,General Research,GNT01,General Research,No,No,Rare Disease,TTR Amyloidosis,,No Drug,Rejected,No additional details,"Netherlands,",No,No,No,,CMAO
A3921434,Patient Journey of an Ankylosing Spondylitis (AS) Patient: Advanced Treatment Results of TURKBIO Registry,NON INTERVENTIONAL,CT24,,No,No,Inflammation and Immunology,Ankylosing spondylitis,Tofacitinib,Priority Asset,Ongoing,No additional details,,No,No,No,Medical Affairs,PBG
A4461003,NON-INTEVENTIONAL SURVEILLANCE IN PATIENTS WITH ESSENTIAL HYPERTENSION STAGE I-II OR DIABETIC PATIENTS WITH DIABETIC NEPHROPATHY AND HYPERTENSION,NON INTERVENTIONAL,CT24,,,,,Diabetic nephropathy| Hypertension,,No Drug,Completed,No additional details,"Slovakia (Slovak Republic),Slovakia",No,No,No,,PGP
62244197,Identification of novel noninvasive biomarkers of response to palbociclib treatment in a cohort of costarrican patients with metastatic breast cancer ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Breast,Palbociclib,Priority Asset,Rejected,No additional details,"Costa Rica,",No,No,No,,POD
51752151,Immune sensitization of metastatic pancreatic cancers.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Immuno-Oncology,Avelumab,,Rejected,No additional details,"Netherlands,",No,No,No,,POD
53234285,WI241780 2018 GLOBAL ASPIRE TTR Amyloidosis _Detection of TTR Amyloid Fibrils and Oligomers in Blood Plasma of ATTR Amyloidosis using Immuno-gold Electron Microscopy,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Rare Disease,ATTR-CM (Transthyretin Amyloid Cardiomyopathy),Tafamidis,Priority Asset,Closed,No additional details,"Canada,",No,No,Yes,,CMAO
72103645,Rapid diagnosis of acute respiratory infections by multiplex endpoint PCR technology,General Research,GNT01,General Research,No,No,Vaccines,Bacterial,,No Drug,Rejected,No additional details,"Romania,",No,No,No,,CMAO
68262013,Dynamic Monitoring of BCMA Expression on Bone Marrow and Peripheral Blood Multiple Myeloma Subpopulations,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Hematologic,Elranatamab,Launch Priority,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,POD
64721179,Tofacitinib as induction therapy for patients with acute severe ulcerative colitis:  A prospective cohort study,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Ulcerative Colitis,Tofacitinib,Priority Asset,Ongoing,Contract Exeecuted,"Israel,",No,No,No,,CMAO
67077711,Applying Precision Medicine to Understand Predictors of Response to Tofacitinib and Discovering Biomarkers in the Management of Ulcerative Colitis Using SOMAscan.,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Ulcerative Colitis,Tofacitinib,Priority Asset,Ongoing,Contract Exeecuted,"United States,",Yes,No,No,,CMAO
69443307,The protective effect of GLP-1 receptor agonist danuglipron on β cells via improving the function of islet microvascular endothelial cells,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Internal Medicine,Diabetes,Other / Unknown,,Rejected,No additional details,"China,",No,Yes,No,,CMAO
68740763,"Matrix Trial - Multi-drug, genetic marker-directed, non-comparative, multi-centre, multi-arm phase II trial in non-small cell lung cancer(WI203555)",Research Collaboration,RC01,,No,No,Oncology,Lung,Palbociclib,Priority Asset,Ongoing,Closed to Enrollment,"United Kingdom,",No,No,Yes,Medical Affairs,POD
67462901,Effects of tofacitinib on both epidermal barrier function and expression of keratinocyte differentiation markers  ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Inflammation and Immunology,Atopic Dermatitis,Tofacitinib,Priority Asset,Rejected,No additional details,"Italy,",No,No,Yes,,CMAO
A7461003,,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,"United States,",Yes,No,No,,PGRD
89826981,Alopecia areata and its comorbidities – a nationwide registry study ,General Research,GNT01,General Research,No,No,Inflammation and Immunology,Alopecia Areata,,No Drug,Rejected,No additional details,"Finland,",No,No,No,,CMAO
C4591060,HRU and costs associated with COVID -19 in Colombia: a retrospective large database study,NON INTERVENTIONAL,CT24,,No,No,COVID,COVID-19,BNT162b2,Priority Asset,Completed,No additional details,"Colombia,",No,No,No,GAV,PBG
B7451118,,NON INTERVENTIONAL,CT24,,Yes - Voluntary,No,Inflammation and Immunology,,Abrocitinib,Priority Asset,Not Pursued,No additional details,,No,No,No,,PBG
55653509,A basket trial to test the efficacy of talazoparib (BMN 673) in combination with atezolizumab in patients with solid tumors that relapse after responding or achieving clinical benefit to a prior anti–PD-1/PD-L1–based therapy ,Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Other,Talazoparib,Launch Priority,Rejected,No additional details,"Spain,",No,No,Yes,,POD
91544295,Real-world treatment practices in argentinean patients with BRAF V600E-mutation colorectal cancer: The EMOGI-CRC01 study,General Research,GNT01,General Research,No,No,Oncology,Gastrointestinal,,No Drug,Rejected,No additional details,"Argentina,",No,No,No,,POD
3074A13325,ETEST TIGECYCLINE EVALUATION AND SURVAILLANCE TRIAL,NON INTERVENTIONAL,CT24,,,,,,,No Drug,Canceled,No additional details,,No,No,No,,WYETH
53233887,"WI234974 A retrospective multi-centre study to characterize demographics, treatment patterns and survival in early stage renal cell carcinoma in India",Investigator Sponsored Research,GNT01,Investigator Sponsored Research,No,No,Oncology,Genitourinary,Sunitinib,,Closed,No additional details,"India,",No,No,Yes,,POD
